SampleNo,X,Y,Pulse,Anomaly,NoFit,Drift
53311,5,47,0,0,0,0
53312,5,47,0,0,0,0
53313,5,47,0,0,0,0
53314,5,47,0,0,0,0
53315,5,47,0,0,0,0
53316,5,48,0,0,0,0
53317,5,47,0,0,0,0
53318,5,47,0,0,0,0
53319,5,47,0,0,0,0
53320,5,47,0,0,0,0
53321,5,47,0,0,0,0
53322,5,47,0,0,0,0
53323,5,47,0,0,0,0
53324,5,47,0,0,0,0
53325,4,47,0,0,0,0
53326,5,47,0,0,0,0
53327,5,47,0,0,0,0
53328,5,47,0,0,0,0
53329,5,47,0,0,0,0
53330,5,48,0,0,0,0
53331,4,47,0,0,0,0
53332,5,47,0,0,0,0
53333,5,47,0,0,0,0
53334,6,47,0,0,0,0
53335,4,47,0,0,0,0
53336,5,47,0,0,0,0
53337,5,47,0,0,0,0
53338,5,47,0,0,0,0
53339,4,47,0,0,0,0
53340,5,47,0,0,0,0
53341,5,47,0,0,0,0
53342,5,47,0,0,0,0
53343,5,47,0,0,0,0
53344,5,47,0,0,0,0
53345,5,47,0,0,0,0
53346,5,47,0,0,0,0
53347,5,47,0,0,0,0
53348,5,47,0,0,0,0
53349,5,47,0,0,0,0
53350,5,47,0,0,0,0
53351,5,47,0,0,0,0
53352,5,47,0,0,0,0
53353,5,48,0,0,0,0
53354,5,47,0,0,0,0
53355,5,47,0,0,0,0
53356,5,48,0,0,0,0
53357,5,47,0,0,0,0
53358,5,47,0,0,0,0
53359,5,47,0,0,0,0
53360,5,47,0,0,0,0
53361,5,47,0,0,0,0
53362,5,47,0,0,0,0
53363,4,47,0,0,0,0
53364,5,47,0,0,0,0
53365,5,47,0,0,0,0
53366,5,47,0,0,0,0
53367,5,47,0,0,0,0
53368,5,47,0,0,0,0
53369,5,47,0,0,0,0
53370,5,48,0,0,0,0
53371,5,47,0,0,0,0
53372,6,47,0,0,0,0
53373,5,47,0,0,0,0
53374,5,47,0,0,0,0
53375,5,48,0,0,0,0
53376,5,46,0,0,0,0
53377,5,47,0,0,0,0
53378,5,47,0,0,0,0
53379,5,47,0,0,0,0
53380,5,47,0,0,0,0
53381,5,47,0,0,0,0
53382,5,47,0,0,0,0
53383,5,47,0,0,0,0
53384,5,47,0,0,0,0
53385,5,47,0,0,0,0
53386,5,47,0,0,0,0
53387,5,47,0,0,0,0
53388,5,47,0,0,0,0
53389,5,47,0,0,0,0
53390,5,47,0,0,0,0
53391,5,47,0,0,0,0
53392,5,47,0,0,0,0
53393,4,47,0,0,0,0
53394,5,48,0,0,0,0
53395,5,47,0,0,0,0
53396,6,47,0,0,0,0
53397,4,47,0,0,0,0
53398,5,47,0,0,0,0
53399,5,47,0,0,0,0
53400,5,47,0,0,0,0
53401,5,47,0,0,0,0
53402,6,47,0,0,0,0
53403,5,47,0,0,0,0
53404,5,47,0,0,0,0
53405,5,47,0,0,0,0
53406,5,47,0,0,0,0
53407,4,47,0,0,0,0
53408,5,47,0,0,0,0
53409,5,48,0,0,0,0
53410,5,47,0,0,0,0
53411,5,47,0,0,0,0
53412,5,47,0,0,0,0
53413,5,47,0,0,0,0
53414,5,47,0,0,0,0
53415,5,47,0,0,0,0
53416,5,47,0,0,0,0
53417,5,47,0,0,0,0
53418,5,47,0,0,0,0
53419,5,47,0,0,0,0
53420,5,47,0,0,0,0
53421,5,47,0,0,0,0
53422,5,47,0,0,0,0
53423,5,47,0,0,0,0
53424,5,47,0,0,0,0
53425,4,47,0,0,0,0
53426,5,47,0,0,0,0
53427,5,47,0,0,0,0
53428,5,47,0,0,0,0
53429,5,47,0,0,0,0
53430,5,47,0,0,0,0
53431,5,47,0,0,0,0
53432,6,47,0,0,0,0
53433,5,47,0,0,0,0
53434,5,47,0,0,0,0
53435,5,47,0,0,0,0
53436,5,47,0,0,0,0
53437,5,47,0,0,0,0
53438,5,47,0,0,0,0
53439,5,48,0,0,0,0
53440,6,47,0,0,0,0
53441,5,48,0,0,0,0
53442,5,47,0,0,0,0
53443,5,47,0,0,0,0
53444,5,47,0,0,0,0
53445,5,47,0,0,0,0
53446,5,47,0,0,0,0
53447,5,47,0,0,0,0
53448,5,47,0,0,0,0
53449,5,47,0,0,0,0
53450,5,47,0,0,0,0
53451,5,47,0,0,0,0
53452,5,48,0,0,0,0
53453,5,47,0,0,0,0
53454,5,47,0,0,0,0
53455,5,48,0,0,0,0
53456,5,47,0,0,0,0
53457,5,47,0,0,0,0
53458,5,47,0,0,0,0
53459,5,48,0,0,0,0
53460,5,47,0,0,0,0
53461,5,47,0,0,0,0
53462,5,47,0,0,0,0
53463,5,47,0,0,0,0
53464,5,47,0,0,0,0
53465,4,47,0,0,0,0
53466,5,47,0,0,0,0
53467,5,48,0,0,0,0
53468,5,47,0,0,0,0
53469,5,47,0,0,0,0
53470,5,47,0,0,0,0
53471,5,47,0,0,0,0
53472,5,47,0,0,0,0
53473,5,47,0,0,0,0
53474,5,48,0,0,0,0
53475,5,47,0,0,0,0
53476,6,47,0,0,0,0
53477,5,47,0,0,0,0
53478,5,47,0,0,0,0
53479,5,47,0,0,0,0
53480,5,48,0,0,0,0
53481,5,47,0,0,0,0
53482,5,47,0,0,0,0
53483,5,47,0,0,0,0
53484,5,47,0,0,0,0
53485,5,47,0,0,0,0
53486,5,47,0,0,0,0
53487,5,47,0,0,0,0
53488,5,47,0,0,0,0
53489,5,47,0,0,0,0
53490,6,47,0,0,0,0
53491,5,47,0,0,0,0
53492,5,47,0,0,0,0
53493,5,48,0,0,0,0
53494,5,47,0,0,0,0
53495,5,47,0,0,0,0
53496,5,47,0,0,0,0
53497,5,48,0,0,0,0
53498,5,47,0,0,0,0
53499,5,47,0,0,0,0
53500,5,47,0,0,0,0
53501,5,47,0,0,0,0
53502,5,47,0,0,0,0
53503,5,47,0,0,0,0
53504,5,47,0,0,0,0
53505,5,47,0,0,0,0
53506,5,47,0,0,0,0
53507,5,47,0,0,0,0
53508,5,47,0,0,0,0
53509,5,47,0,0,0,0
53510,5,47,0,0,0,0
53511,5,47,0,0,0,0
53512,5,47,0,0,0,0
53513,5,47,0,0,0,0
53514,5,48,0,0,0,0
53515,5,48,0,0,0,0
53516,5,47,0,0,0,0
53517,5,47,0,0,0,0
53518,5,48,0,0,0,0
53519,5,47,0,0,0,0
53520,5,47,0,0,0,0
53521,5,48,0,0,0,0
53522,6,47,0,0,0,0
53523,5,47,0,0,0,0
53524,6,48,0,0,0,0
53525,4,47,0,0,0,0
53526,5,47,0,0,0,0
53527,5,48,0,0,0,0
53528,5,47,0,0,0,0
53529,5,47,0,0,0,0
53530,5,47,0,0,0,0
53531,5,47,0,0,0,0
53532,5,47,0,0,0,0
53533,4,47,0,0,0,0
53534,5,47,0,0,0,0
53535,5,48,0,0,0,0
53536,5,47,0,0,0,0
53537,5,47,0,0,0,0
53538,5,47,0,0,0,0
53539,5,47,0,0,0,0
53540,5,47,0,0,0,0
53541,5,47,0,0,0,0
53542,5,47,0,0,0,0
53543,5,47,0,0,0,0
53544,5,47,0,0,0,0
53545,5,47,0,0,0,0
53546,5,47,0,0,0,0
53547,5,47,0,0,0,0
53548,5,47,0,0,0,0
53549,5,48,0,0,0,0
53550,5,47,0,0,0,0
53551,5,47,0,0,0,0
53552,5,47,0,0,0,0
53553,5,47,0,0,0,0
53554,6,47,0,0,0,0
53555,5,47,0,0,0,0
53556,5,47,0,0,0,0
53557,5,47,0,0,0,0
53558,5,47,0,0,0,0
53559,5,47,0,0,0,0
53560,5,47,0,0,0,0
53561,5,47,0,0,0,0
53562,5,47,0,0,0,0
53563,5,48,0,0,0,0
53564,5,47,0,0,0,0
53565,5,47,0,0,0,0
53566,5,47,0,0,0,0
53567,5,48,0,0,0,0
53568,5,47,0,0,0,0
53569,5,47,0,0,0,0
53570,6,47,0,0,0,0
53571,5,47,0,0,0,0
53572,5,46,0,0,0,0
53573,4,47,0,0,0,0
53574,5,47,0,0,0,0
53575,5,47,0,0,0,0
53576,5,47,0,0,0,0
53577,4,47,0,0,0,0
53578,5,47,0,0,0,0
53579,5,47,0,0,0,0
53580,6,48,0,0,0,0
53581,5,47,0,0,0,0
53582,5,47,0,0,0,0
53583,5,47,0,0,0,0
53584,5,47,0,0,0,0
53585,5,47,0,0,0,0
53586,5,47,0,0,0,0
53587,5,47,0,0,0,0
53588,5,47,0,0,0,0
53589,5,47,0,0,0,0
53590,5,47,0,0,0,0
53591,5,47,0,0,0,0
53592,5,47,0,0,0,0
53593,5,47,0,0,0,0
53594,5,47,0,0,0,0
53595,5,48,0,0,0,0
53596,5,47,0,0,0,0
53597,5,47,0,0,0,0
53598,5,47,0,0,0,0
53599,5,48,0,0,0,0
53600,5,47,0,0,0,0
53601,5,47,0,0,0,0
53602,5,47,0,0,0,0
53603,5,47,0,0,0,0
53604,5,47,0,0,0,0
53605,4,47,0,0,0,0
53606,5,47,0,0,0,0
53607,5,47,0,0,0,0
53608,5,47,0,0,0,0
53609,5,47,0,0,0,0
53610,5,47,0,0,0,0
53611,5,47,0,0,0,0
53612,5,47,0,0,0,0
53613,5,48,0,0,0,0
53614,6,47,0,0,0,0
53615,5,47,0,0,0,0
53616,5,47,0,0,0,0
53617,5,47,0,0,0,0
53618,5,47,0,0,0,0
53619,5,48,0,0,0,0
53620,6,47,0,0,0,0
53621,5,47,0,0,0,0
53622,5,47,0,0,0,0
53623,5,47,0,0,0,0
53624,5,47,0,0,0,0
53625,5,48,0,0,0,0
53626,5,47,0,0,0,0
53627,5,47,0,0,0,0
53628,5,47,0,0,0,0
53629,5,47,0,0,0,0
53630,5,47,0,0,0,0
53631,5,47,0,0,0,0
53632,5,47,0,0,0,0
53633,5,47,0,0,0,0
53634,5,47,0,0,0,0
53635,5,47,0,0,0,0
53636,5,47,0,0,0,0
53637,5,47,0,0,0,0
53638,6,47,0,0,0,0
53639,5,47,0,0,0,0
53640,5,47,0,0,0,0
53641,4,47,0,0,0,0
53642,5,47,0,0,0,0
53643,5,47,0,0,0,0
53644,6,47,0,0,0,0
53645,5,47,0,0,0,0
53646,5,47,0,0,0,0
53647,5,47,0,0,0,0
53648,5,47,0,0,0,0
53649,5,48,0,0,0,0
53650,5,47,0,0,0,0
53651,5,47,0,0,0,0
53652,5,47,0,0,0,0
53653,5,47,0,0,0,0
53654,5,47,0,0,0,0
53655,5,47,0,0,0,0
53656,5,47,0,0,0,0
53657,5,47,0,0,0,0
53658,5,47,0,0,0,0
53659,5,47,0,0,0,0
53660,6,47,0,0,0,0
53661,5,47,0,0,0,0
53662,5,47,0,0,0,0
53663,4,47,0,0,0,0
53664,5,47,0,0,0,0
53665,5,47,0,0,0,0
53666,5,47,0,0,0,0
53667,5,47,0,0,0,0
53668,5,47,0,0,0,0
53669,5,47,0,0,0,0
53670,5,47,0,0,0,0
53671,5,47,0,0,0,0
53672,6,47,0,0,0,0
53673,5,47,0,0,0,0
53674,5,47,0,0,0,0
53675,5,47,0,0,0,0
53676,6,47,0,0,0,0
53677,5,48,0,0,0,0
53678,5,47,0,0,0,0
53679,5,47,0,0,0,0
53680,5,47,0,0,0,0
53681,5,48,0,0,0,0
53682,5,47,0,0,0,0
53683,5,47,0,0,0,0
53684,5,47,0,0,0,0
53685,5,47,0,0,0,0
53686,5,47,0,0,0,0
53687,5,47,0,0,0,0
53688,5,47,0,0,0,0
53689,5,47,0,0,0,0
53690,5,47,0,0,0,0
53691,4,47,0,0,0,0
53692,5,47,0,0,0,0
53693,5,47,0,0,0,0
53694,5,47,0,0,0,0
53695,5,47,0,0,0,0
53696,5,47,0,0,0,0
53697,5,47,0,0,0,0
53698,6,48,0,0,0,0
53699,5,47,0,0,0,0
53700,5,47,0,0,0,0
53701,5,47,0,0,0,0
53702,5,47,0,0,0,0
53703,5,47,0,0,0,0
53704,5,47,0,0,0,0
53705,4,47,0,0,0,0
53706,5,47,0,0,0,0
53707,5,47,0,0,0,0
53708,5,47,0,0,0,0
53709,5,47,0,0,0,0
53710,5,48,0,0,0,0
53711,5,47,0,0,0,0
53712,5,47,0,0,0,0
53713,5,47,0,0,0,0
53714,5,47,0,0,0,0
53715,5,47,0,0,0,0
53716,5,47,0,0,0,0
53717,5,47,0,0,0,0
53718,5,47,0,0,0,0
53719,4,47,0,0,0,0
53720,5,48,0,0,0,0
53721,5,47,0,0,0,0
53722,5,47,0,0,0,0
53723,5,47,0,0,0,0
53724,5,47,0,0,0,0
53725,5,47,0,0,0,0
53726,5,47,0,0,0,0
53727,5,47,0,0,0,0
53728,5,47,0,0,0,0
53729,5,47,0,0,0,0
53730,5,47,0,0,0,0
53731,5,47,0,0,0,0
53732,5,47,0,0,0,0
53733,5,47,0,0,0,0
53734,5,47,0,0,0,0
53735,5,47,0,0,0,0
53736,5,47,0,0,0,0
53737,5,47,0,0,0,0
53738,5,47,0,0,0,0
53739,5,47,0,0,0,0
53740,5,47,0,0,0,0
53741,4,47,0,0,0,0
53742,5,47,0,0,0,0
53743,5,47,0,0,0,0
53744,5,47,0,0,0,0
53745,5,47,0,0,0,0
53746,5,47,0,0,0,0
53747,5,48,0,0,0,0
53748,5,47,0,0,0,0
53749,5,47,0,0,0,0
53750,5,47,0,0,0,0
53751,5,47,0,0,0,0
53752,5,47,0,0,0,0
53753,5,47,0,0,0,0
53754,5,47,0,0,0,0
53755,5,47,0,0,0,0
53756,5,47,0,0,0,0
53757,5,47,0,0,0,0
53758,5,47,0,0,0,0
53759,4,47,0,0,0,0
53760,5,47,0,0,0,0
53761,5,47,0,0,0,0
53762,5,47,0,0,0,0
53763,5,47,0,0,0,0
53764,5,47,0,0,0,0
53765,5,48,0,0,0,0
53766,5,47,0,0,0,0
53767,5,47,0,0,0,0
53768,5,47,0,0,0,0
53769,5,47,0,0,0,0
53770,5,47,0,0,0,0
53771,5,47,0,0,0,0
53772,5,47,0,0,0,0
53773,4,48,0,0,0,0
53774,5,48,0,0,0,0
53775,5,47,0,0,0,0
53776,5,47,0,0,0,0
53777,5,47,0,0,0,0
53778,5,47,0,0,0,0
53779,4,47,0,0,0,0
53780,5,47,0,0,0,0
53781,4,47,0,0,0,0
53782,5,47,0,0,0,0
53783,5,48,0,0,0,0
53784,5,47,0,0,0,0
53785,5,48,0,0,0,0
53786,5,47,0,0,0,0
53787,5,47,0,0,0,0
53788,5,48,0,0,0,0
53789,5,47,0,0,0,0
53790,5,47,0,0,0,0
53791,5,47,0,0,0,0
53792,5,47,0,0,0,0
53793,4,47,0,0,0,0
53794,5,47,0,0,0,0
53795,5,47,0,0,0,0
53796,5,47,0,0,0,0
53797,4,47,0,0,0,0
53798,5,48,0,0,0,0
53799,5,47,0,0,0,0
53800,5,47,0,0,0,0
53801,5,47,0,0,0,0
53802,5,47,0,0,0,0
53803,5,47,0,0,0,0
53804,5,47,0,0,0,0
53805,4,47,0,0,0,0
53806,5,47,0,0,0,0
53807,5,47,0,0,0,0
53808,5,47,0,0,0,0
53809,5,47,0,0,0,0
53810,5,47,0,0,0,0
53811,5,47,0,0,0,0
53812,5,47,0,0,0,0
53813,5,47,0,0,0,0
53814,6,47,0,0,0,0
53815,4,48,0,0,0,0
53816,5,47,0,0,0,0
53817,5,47,0,0,0,0
53818,5,47,0,0,0,0
53819,5,48,0,0,0,0
53820,5,47,0,0,0,0
53821,5,47,0,0,0,0
53822,5,47,0,0,0,0
53823,5,47,0,0,0,0
53824,5,47,0,0,0,0
53825,4,47,0,0,0,0
53826,6,47,0,0,0,0
53827,5,47,0,0,0,0
53828,5,47,0,0,0,0
53829,5,47,0,0,0,0
53830,5,47,0,0,0,0
53831,5,47,0,0,0,0
53832,5,47,0,0,0,0
53833,5,47,0,0,0,0
53834,6,47,0,0,0,0
53835,5,47,0,0,0,0
53836,5,47,0,0,0,0
53837,5,47,0,0,0,0
53838,5,47,0,0,0,0
53839,5,47,0,0,0,0
53840,5,47,0,0,0,0
53841,5,47,0,0,0,0
53842,6,47,0,0,0,0
53843,5,47,0,0,0,0
53844,5,47,0,0,0,0
53845,5,47,0,0,0,0
53846,5,47,0,0,0,0
53847,5,47,0,0,0,0
53848,6,47,0,0,0,0
53849,4,47,0,0,0,0
53850,5,47,0,0,0,0
53851,5,47,0,0,0,0
53852,5,47,0,0,0,0
53853,5,47,0,0,0,0
53854,5,47,0,0,0,0
53855,5,47,0,0,0,0
53856,5,47,0,0,0,0
53857,5,48,0,0,0,0
53858,5,47,0,0,0,0
53859,5,47,0,0,0,0
53860,5,47,0,0,0,0
53861,5,47,0,0,0,0
53862,5,47,0,0,0,0
53863,5,47,0,0,0,0
53864,5,47,0,0,0,0
53865,5,47,0,0,0,0
53866,5,47,0,0,0,0
53867,5,47,0,0,0,0
53868,5,47,0,0,0,0
53869,5,47,0,0,0,0
53870,5,47,0,0,0,0
53871,5,47,0,0,0,0
53872,5,47,0,0,0,0
53873,5,47,0,0,0,0
53874,5,47,0,0,0,0
53875,5,47,0,0,0,0
53876,5,47,0,0,0,0
53877,5,47,0,0,0,0
53878,5,47,0,0,0,0
53879,5,47,0,0,0,0
53880,6,47,0,0,0,0
53881,4,47,0,0,0,0
53882,5,48,0,0,0,0
53883,5,47,0,0,0,0
53884,5,48,0,0,0,0
53885,5,47,0,0,0,0
53886,5,47,0,0,0,0
53887,4,47,0,0,0,0
53888,5,47,0,0,0,0
53889,5,47,0,0,0,0
53890,5,47,0,0,0,0
53891,5,47,0,0,0,0
53892,6,47,0,0,0,0
53893,5,47,0,0,0,0
53894,5,47,0,0,0,0
53895,5,47,0,0,0,0
53896,5,47,0,0,0,0
53897,5,47,0,0,0,0
53898,5,47,0,0,0,0
53899,5,48,0,0,0,0
53900,5,47,0,0,0,0
53901,5,47,0,0,0,0
53902,5,47,0,0,0,0
53903,4,47,0,0,0,0
53904,5,47,0,0,0,0
53905,5,47,0,0,0,0
53906,5,47,0,0,0,0
53907,5,47,0,0,0,0
53908,6,47,0,0,0,0
53909,5,47,0,0,0,0
53910,5,47,0,0,0,0
53911,5,47,0,0,0,0
53912,5,47,0,0,0,0
53913,5,47,0,0,0,0
53914,5,47,0,0,0,0
53915,5,47,0,0,0,0
53916,5,47,0,0,0,0
53917,4,47,0,0,0,0
53918,5,47,0,0,0,0
53919,4,47,0,0,0,0
53920,6,47,0,0,0,0
53921,5,47,0,0,0,0
53922,5,47,0,0,0,0
53923,4,48,0,0,0,0
53924,5,48,0,0,0,0
53925,5,47,0,0,0,0
53926,5,47,0,0,0,0
53927,5,47,0,0,0,0
53928,5,47,0,0,0,0
53929,5,48,0,0,0,0
53930,5,47,0,0,0,0
53931,5,47,0,0,0,0
53932,5,47,0,0,0,0
53933,5,47,0,0,0,0
53934,5,48,0,0,0,0
53935,5,47,0,0,0,0
53936,6,47,0,0,0,0
53937,5,47,0,0,0,0
53938,5,47,0,0,0,0
53939,4,47,0,0,0,0
53940,5,48,0,0,0,0
53941,5,47,0,0,0,0
53942,5,47,0,0,0,0
53943,5,47,0,0,0,0
53944,5,48,0,0,0,0
53945,5,47,0,0,0,0
53946,5,48,0,0,0,0
53947,5,47,0,0,0,0
53948,6,47,0,0,0,0
53949,5,47,0,0,0,0
53950,5,48,0,0,0,0
53951,5,47,0,0,0,0
53952,6,48,0,0,0,0
53953,5,47,0,0,0,0
53954,5,48,0,0,0,0
53955,5,47,0,0,0,0
53956,6,47,0,0,0,0
53957,5,47,0,0,0,0
53958,5,47,0,0,0,0
53959,5,47,0,0,0,0
53960,5,47,0,0,0,0
53961,5,47,0,0,0,0
53962,6,47,0,0,0,0
53963,5,47,0,0,0,0
53964,5,47,0,0,0,0
53965,5,47,0,0,0,0
53966,5,47,0,0,0,0
53967,4,47,0,0,0,0
53968,5,47,0,0,0,0
53969,5,47,0,0,0,0
53970,5,47,0,0,0,0
53971,5,47,0,0,0,0
53972,5,48,0,0,0,0
53973,5,47,0,0,0,0
53974,5,47,0,0,0,0
53975,5,47,0,0,0,0
53976,5,47,0,0,0,0
53977,5,47,0,0,0,0
53978,5,47,0,0,0,0
53979,5,47,0,0,0,0
53980,5,47,0,0,0,0
53981,5,47,0,0,0,0
53982,5,47,0,0,0,0
53983,5,47,0,0,0,0
53984,5,47,0,0,0,0
53985,5,47,0,0,0,0
53986,5,47,0,0,0,0
53987,5,47,0,0,0,0
53988,5,47,0,0,0,0
53989,4,47,0,0,0,0
53990,5,47,0,0,0,0
53991,5,47,0,0,0,0
53992,5,47,0,0,0,0
53993,5,47,0,0,0,0
53994,5,47,0,0,0,0
53995,5,47,0,0,0,0
53996,5,47,0,0,0,0
53997,5,47,0,0,0,0
53998,5,47,0,0,0,0
53999,5,47,0,0,0,0
54000,5,48,0,0,0,0
54001,4,47,0,0,0,0
54002,5,47,0,0,0,0
54003,5,47,0,0,0,0
54004,6,47,0,0,0,0
54005,5,47,0,0,0,0
54006,5,47,0,0,0,0
54007,5,47,0,0,0,0
54008,5,47,0,0,0,0
54009,4,47,0,0,0,0
54010,5,47,0,0,0,0
54011,5,47,0,0,0,0
54012,6,47,0,0,0,0
54013,5,47,0,0,0,0
54014,5,47,0,0,0,0
54015,5,47,0,0,0,0
54016,5,47,0,0,0,0
54017,5,48,0,0,0,0
54018,5,47,0,0,0,0
54019,4,47,0,0,0,0
54020,5,47,0,0,0,0
54021,5,47,0,0,0,0
54022,6,47,0,0,0,0
54023,5,47,0,0,0,0
54024,5,47,0,0,0,0
54025,5,47,0,0,0,0
54026,5,47,0,0,0,0
54027,4,47,0,0,0,0
54028,6,47,0,0,0,0
54029,5,47,0,0,0,0
54030,5,47,0,0,0,0
54031,4,47,0,0,0,0
54032,6,47,0,0,0,0
54033,5,47,0,0,0,0
54034,5,47,0,0,0,0
54035,5,47,0,0,0,0
54036,6,47,0,0,0,0
54037,5,47,0,0,0,0
54038,5,47,0,0,0,0
54039,5,47,0,0,0,0
54040,6,47,0,0,0,0
54041,5,47,0,0,0,0
54042,5,48,0,0,0,0
54043,5,47,0,0,0,0
54044,5,47,0,0,0,0
54045,5,47,0,0,0,0
54046,5,47,0,0,0,0
54047,5,47,0,0,0,0
54048,5,47,0,0,0,0
54049,5,47,0,0,0,0
54050,6,47,0,0,0,0
54051,5,48,0,0,0,0
54052,5,47,0,0,0,0
54053,5,47,0,0,0,0
54054,5,47,0,0,0,0
54055,4,48,0,0,0,0
54056,5,47,0,0,0,0
54057,5,48,0,0,0,0
54058,5,47,0,0,0,0
54059,5,47,0,0,0,0
54060,5,47,0,0,0,0
54061,5,47,0,0,0,0
54062,5,47,0,0,0,0
54063,5,47,0,0,0,0
54064,5,47,0,0,0,0
54065,5,47,0,0,0,0
54066,5,47,0,0,0,0
54067,5,47,0,0,0,0
54068,5,47,0,0,0,0
54069,4,47,0,0,0,0
54070,5,47,0,0,0,0
54071,5,47,0,0,0,0
54072,5,48,0,0,0,0
54073,5,47,0,0,0,0
54074,6,47,0,0,0,0
54075,5,48,0,0,0,0
54076,5,47,0,0,0,0
54077,4,47,0,0,0,0
54078,5,47,0,0,0,0
54079,4,47,0,0,0,0
54080,5,48,0,0,0,0
54081,4,48,0,0,0,0
54082,5,47,0,0,0,0
54083,5,47,0,0,0,0
54084,5,47,0,0,0,0
54085,4,47,0,0,0,0
54086,5,47,0,0,0,0
54087,5,47,0,0,0,0
54088,5,47,0,0,0,0
54089,5,48,0,0,0,0
54090,5,47,0,0,0,0
54091,5,47,0,0,0,0
54092,6,47,0,0,0,0
54093,5,47,0,0,0,0
54094,5,47,0,0,0,0
54095,5,47,0,0,0,0
54096,6,47,0,0,0,0
54097,4,47,0,0,0,0
54098,6,47,0,0,0,0
54099,5,47,0,0,0,0
54100,5,48,0,0,0,0
54101,5,47,0,0,0,0
54102,5,47,0,0,0,0
54103,4,47,0,0,0,0
54104,5,47,0,0,0,0
54105,5,47,0,0,0,0
54106,5,47,0,0,0,0
54107,5,47,0,0,0,0
54108,5,47,0,0,0,0
54109,5,47,0,0,0,0
54110,5,47,0,0,0,0
54111,5,47,0,0,0,0
54112,5,48,0,0,0,0
54113,5,47,0,0,0,0
54114,5,47,0,0,0,0
54115,4,47,0,0,0,0
54116,5,47,0,0,0,0
54117,5,47,0,0,0,0
54118,5,47,0,0,0,0
54119,5,47,0,0,0,0
54120,5,47,0,0,0,0
54121,4,47,0,0,0,0
54122,5,47,0,0,0,0
54123,5,47,0,0,0,0
54124,5,47,0,0,0,0
54125,5,47,0,0,0,0
54126,5,48,0,0,0,0
54127,5,47,0,0,0,0
54128,5,47,0,0,0,0
54129,5,47,0,0,0,0
54130,5,47,0,0,0,0
54131,4,47,0,0,0,0
54132,5,47,0,0,0,0
54133,4,46,0,0,0,0
54134,5,47,0,0,0,0
54135,4,47,0,0,0,0
54136,5,47,0,0,0,0
54137,5,47,0,0,0,0
54138,6,47,0,0,0,0
54139,5,47,0,0,0,0
54140,5,47,0,0,0,0
54141,5,47,0,0,0,0
54142,5,47,0,0,0,0
54143,5,47,0,0,0,0
54144,5,47,0,0,0,0
54145,5,47,0,0,0,0
54146,6,47,0,0,0,0
54147,4,47,0,0,0,0
54148,6,48,0,0,0,0
54149,5,47,0,0,0,0
54150,5,47,0,0,0,0
54151,5,47,0,0,0,0
54152,5,48,0,0,0,0
54153,4,48,0,0,0,0
54154,5,47,0,0,0,0
54155,5,47,0,0,0,0
54156,5,47,0,0,0,0
54157,5,47,0,0,0,0
54158,5,47,0,0,0,0
54159,5,47,0,0,0,0
54160,5,47,0,0,0,0
54161,4,47,0,0,0,0
54162,5,47,0,0,0,0
54163,5,47,0,0,0,0
54164,5,47,0,0,0,0
54165,5,47,0,0,0,0
54166,6,47,0,0,0,0
54167,5,47,0,0,0,0
54168,5,47,0,0,0,0
54169,5,48,0,0,0,0
54170,5,48,0,0,0,0
54171,4,48,0,0,0,0
54172,5,47,0,0,0,0
54173,4,47,0,0,0,0
54174,5,47,0,0,0,0
54175,5,47,0,0,0,0
54176,5,47,0,0,0,0
54177,5,47,0,0,0,0
54178,5,47,0,0,0,0
54179,5,47,0,0,0,0
54180,6,47,0,0,0,0
54181,4,47,0,0,0,0
54182,6,47,0,0,0,0
54183,4,47,0,0,0,0
54184,5,47,0,0,0,0
54185,5,47,0,0,0,0
54186,5,47,0,0,0,0
54187,5,47,0,0,0,0
54188,5,47,0,0,0,0
54189,5,47,0,0,0,0
54190,5,47,0,0,0,0
54191,5,47,0,0,0,0
54192,5,47,0,0,0,0
54193,5,47,0,0,0,0
54194,5,47,0,0,0,0
54195,5,47,0,0,0,0
54196,5,47,0,0,0,0
54197,5,47,0,0,0,0
54198,5,47,0,0,0,0
54199,5,48,0,0,0,0
54200,5,47,0,0,0,0
54201,5,48,0,0,0,0
54202,6,48,0,0,0,0
54203,4,47,0,0,0,0
54204,6,47,0,0,0,0
54205,4,47,0,0,0,0
54206,5,48,0,0,0,0
54207,5,47,0,0,0,0
54208,5,48,0,0,0,0
54209,5,48,0,0,0,0
54210,5,47,0,0,0,0
54211,5,47,0,0,0,0
54212,5,47,0,0,0,0
54213,5,47,0,0,0,0
54214,5,47,0,0,0,0
54215,5,47,0,0,0,0
54216,5,48,0,0,0,0
54217,5,47,0,0,0,0
54218,5,47,0,0,0,0
54219,5,47,0,0,0,0
54220,6,47,0,0,0,0
54221,5,47,0,0,0,0
54222,5,47,0,0,0,0
54223,5,48,0,0,0,0
54224,5,48,0,0,0,0
54225,5,48,0,0,0,0
54226,6,47,0,0,0,0
54227,5,47,0,0,0,0
54228,5,47,0,0,0,0
54229,4,47,0,0,0,0
54230,5,48,0,0,0,0
54231,5,47,0,0,0,0
54232,5,48,0,0,0,0
54233,5,47,0,0,0,0
54234,5,47,0,0,0,0
54235,5,47,0,0,0,0
54236,5,48,0,0,0,0
54237,5,47,0,0,0,0
54238,5,47,0,0,0,0
54239,5,47,0,0,0,0
54240,5,47,0,0,0,0
54241,5,47,0,0,0,0
